gnerations , DifferentNumberOfGenome , averageFitness , varianceFitness , FirstQuartileFitness , medianFitness , thirdQuartileFitness, averageMatch , variance Match ,FirstQuartileMatch , medianMatch , thirdMatch , alive 
2101,36,0.119943,0.000316282,0.105188,0.119943,0.132318,0,0,0,0,0,19
2102,34,0.119962,0.000316114,0.104662,0.11941,0.132255,0,0,0,0,0,15
2103,39,0.120013,0.000317429,0.104612,0.119829,0.132192,0,0,0,0,0,13
2104,39,0.12,0.000316937,0.105038,0.119772,0.132129,0,0,0,0,0,13
2105,36,0.120013,0.000314641,0.104513,0.119715,0.132067,0,0,0,0,0,12
2106,36,0.119981,0.000314729,0.104463,0.119658,0.132004,0,0,0,0,0,12
2107,34,0.119968,0.000314331,0.104414,0.119601,0.131941,0,0,0,0,0,11
2108,35,0.119956,0.000313695,0.104364,0.119545,0.131879,0,0,0,0,0,13
2109,38,0.119943,0.000312883,0.104315,0.119488,0.131816,0,0,0,0,0,10
2110,44,0.119905,0.000312164,0.104739,0.119431,0.131754,0,0,0,0,0,17
2111,39,0.119912,0.000313492,0.105163,0.119375,0.131691,0,0,0,0,0,14
2112,37,0.119931,0.00031602,0.105114,0.119318,0.131629,0,0,0,0,0,15
2113,40,0.119956,0.000313938,0.105064,0.119262,0.131566,0,0,0,0,0,14
2114,41,0.11995,0.000313796,0.104541,0.119205,0.131504,0,0,0,0,0,14
2115,36,0.119931,0.000314532,0.104965,0.119149,0.131442,0,0,0,0,0,16
2116,37,0.119937,0.00031505,0.104915,0.119093,0.13327,0,0,0,0,0,16
2117,35,0.11995,0.000315544,0.105338,0.119981,0.134152,0,0,0,0,0,13
2118,34,0.119975,0.000314558,0.105288,0.119924,0.134089,0,0,0,0,0,10
2119,40,0.119931,0.000314058,0.104766,0.118924,0.131194,0,0,0,0,0,13
2120,36,0.119918,0.000314718,0.104717,0.11934,0.131132,0,0,0,0,0,11
2121,44,0.119906,0.00031401,0.104668,0.119755,0.13107,0,0,0,0,0,15
2122,42,0.119899,0.000313963,0.10509,0.119698,0.134307,0,0,0,0,0,16
2123,42,0.119925,0.000313796,0.104569,0.119642,0.131418,0,0,0,0,0,22
2124,40,0.119937,0.000313442,0.10452,0.119586,0.131356,0,0,0,0,0,18
2125,34,0.120019,0.000316013,0.104471,0.119529,0.132706,0,0,0,0,0,18
2126,34,0.120075,0.000317534,0.105362,0.120414,0.134055,0,0,0,0,0,16
2127,36,0.120063,0.000316936,0.105313,0.120357,0.133992,0,0,0,0,0,17
2128,36,0.120138,0.00031454,0.105733,0.120301,0.133929,0,0,0,0,0,18
2129,36,0.1202,0.000312649,0.105214,0.119305,0.133396,0,0,0,0,0,18
2130,34,0.120232,0.000311885,0.105164,0.119249,0.133333,0,0,0,0,0,13
2131,39,0.1202,0.000311877,0.105584,0.120131,0.13374,0,0,0,0,0,17
2132,36,0.120244,0.000311919,0.105066,0.119606,0.133208,0,0,0,0,0,21
2133,33,0.120294,0.000312045,0.105485,0.120019,0.133615,0,0,0,0,0,20
2134,36,0.120362,0.000312705,0.105436,0.119963,0.133552,0,0,0,0,0,26
2135,33,0.120531,0.000312662,0.105386,0.119438,0.133489,0,0,0,0,0,25
2136,33,0.120562,0.000312696,0.105337,0.11985,0.133427,0,0,0,0,0,18
2137,34,0.120543,0.000312921,0.105288,0.119794,0.133832,0,0,0,0,0,15
2138,35,0.120568,0.00031405,0.106174,0.120206,0.134705,0,0,0,0,0,18
2139,33,0.12063,0.000313799,0.106124,0.120617,0.135577,0,0,0,0,0,19
2140,34,0.120654,0.00031208,0.106075,0.120561,0.135514,0,0,0,0,0,22
2141,30,0.120673,0.000310361,0.106025,0.120037,0.134517,0,0,0,0,0,18
2142,26,0.12066,0.000312324,0.105976,0.119981,0.134454,0,0,0,0,0,14
2143,28,0.120628,0.000311795,0.105926,0.119925,0.134391,0,0,0,0,0,14
2144,29,0.120628,0.000312017,0.105877,0.120336,0.135728,0,0,0,0,0,12
2145,33,0.120609,0.000312868,0.105828,0.12028,0.135664,0,0,0,0,0,12
2146,43,0.120596,0.000313377,0.105778,0.119758,0.134203,0,0,0,0,0,21
2147,40,0.120578,0.000314196,0.105729,0.119702,0.134606,0,0,0,0,0,18
2148,35,0.120571,0.000313444,0.10568,0.120577,0.135475,0,0,0,0,0,13
2149,36,0.120565,0.000313514,0.105631,0.120987,0.135412,0,0,0,0,0,14
2150,39,0.120552,0.000314408,0.105581,0.12,0.135349,0,0,0,0,0,16
2151,38,0.120539,0.000314657,0.105532,0.120874,0.135751,0,0,0,0,0,17
2152,40,0.120527,0.000313203,0.105483,0.119888,0.135223,0,0,0,0,0,15
2153,39,0.120508,0.00031349,0.105434,0.120762,0.135625,0,0,0,0,0,14
2154,40,0.120514,0.000312054,0.105385,0.119777,0.135097,0,0,0,0,0,15
2155,42,0.120476,0.00031209,0.105336,0.119722,0.135035,0,0,0,0,0,13
2156,41,0.120489,0.00031231,0.105288,0.119666,0.135436,0,0,0,0,0,12
2157,46,0.12047,0.000312485,0.105239,0.119611,0.135373,0,0,0,0,0,19
2158,40,0.120531,0.000312659,0.10519,0.120482,0.13531,0,0,0,0,0,17
2159,35,0.120562,0.000312153,0.105141,0.1195,0.135248,0,0,0,0,0,15
2160,36,0.120611,0.000312445,0.105556,0.12037,0.135648,0,0,0,0,0,18
2161,35,0.120629,0.000311726,0.105507,0.120315,0.135123,0,0,0,0,0,18
2162,33,0.120604,0.000311951,0.105458,0.120259,0.135523,0,0,0,0,0,17
2163,32,0.120684,0.000310069,0.105409,0.120203,0.134998,0,0,0,0,0,17
2164,28,0.120672,0.000310311,0.105823,0.121072,0.135397,0,0,0,0,0,17
2165,35,0.120659,0.000309053,0.105312,0.120554,0.134873,0,0,0,0,0,20
2166,32,0.120757,0.000306856,0.105725,0.121422,0.135272,0,0,0,0,0,16
2167,31,0.120763,0.000306276,0.105215,0.120443,0.134749,0,0,0,0,0,15
2168,35,0.120769,0.00030569,0.105627,0.120387,0.134686,0,0,0,0,0,17
2169,31,0.120836,0.000306251,0.105579,0.120332,0.134624,0,0,0,0,0,14
2170,24,0.120836,0.000305409,0.10553,0.120276,0.134562,0,0,0,0,0,9
2171,26,0.120798,0.000304951,0.105942,0.121142,0.135421,0,0,0,0,0,11
2172,30,0.120773,0.000304586,0.105433,0.120166,0.134899,0,0,0,0,0,15
2173,30,0.120761,0.000304277,0.105384,0.12011,0.134837,0,0,0,0,0,15
2174,31,0.12073,0.000303553,0.105796,0.120975,0.135235,0,0,0,0,0,13
2175,31,0.120687,0.000303088,0.105747,0.12,0.134713,0,0,0,0,0,15
2176,35,0.120637,0.00030272,0.105699,0.120864,0.13511,0,0,0,0,0,21
2177,30,0.12068,0.000301435,0.106109,0.120349,0.134589,0,0,0,0,0,18
2178,35,0.120655,0.000301894,0.106061,0.120753,0.134986,0,0,0,0,0,14
2179,40,0.120649,0.000302208,0.106012,0.120239,0.134465,0,0,0,0,0,15
2180,37,0.12063,0.000301568,0.105963,0.120183,0.134404,0,0,0,0,0,13
2181,31,0.120642,0.000301729,0.105915,0.120128,0.134342,0,0,0,0,0,11
2182,33,0.120697,0.000301596,0.106324,0.120532,0.134739,0,0,0,0,0,13
2183,33,0.120727,0.00030171,0.105818,0.120018,0.134219,0,0,0,0,0,16
2184,34,0.120739,0.000302639,0.106685,0.120421,0.134615,0,0,0,0,0,13
2185,32,0.120757,0.000302048,0.106178,0.119908,0.134554,0,0,0,0,0,10
2186,30,0.120769,0.000303537,0.10613,0.119854,0.134492,0,0,0,0,0,8
2187,35,0.120768,0.000302835,0.106081,0.119799,0.134888,0,0,0,0,0,13
2188,36,0.12078,0.000302934,0.106033,0.119744,0.134826,0,0,0,0,0,15
2189,36,0.120755,0.000302423,0.105984,0.119689,0.134765,0,0,0,0,0,12
2190,41,0.120718,0.000301416,0.107306,0.120091,0.13516,0,0,0,0,0,15
2191,42,0.120688,0.000301054,0.105888,0.11958,0.134642,0,0,0,0,0,11
2192,42,0.120663,0.000300248,0.10812,0.119982,0.135036,0,0,0,0,0,7
2193,42,0.120644,0.000299557,0.105791,0.119471,0.134519,0,0,0,0,0,6
2194,44,0.120589,0.000299284,0.105743,0.119417,0.134458,0,0,0,0,0,13
2195,45,0.120565,0.000300115,0.105695,0.119362,0.134396,0,0,0,0,0,11
2196,38,0.120565,0.000298621,0.105647,0.119308,0.134791,0,0,0,0,0,11
2197,36,0.120558,0.000297695,0.105599,0.119254,0.134729,0,0,0,0,0,7
2198,43,0.120522,0.000297793,0.105551,0.119199,0.134668,0,0,0,0,0,12
2199,42,0.120515,0.000297579,0.105503,0.119145,0.134607,0,0,0,0,0,15
2200,37,0.120485,0.000296801,0.105455,0.119091,0.134545,0,0,0,0,0,14
2201,36,0.120454,0.000295626,0.105407,0.119037,0.134484,0,0,0,0,0,12
2202,37,0.12043,0.000295455,0.107629,0.120799,0.134423,0,0,0,0,0,10
2203,35,0.120412,0.000295834,0.105311,0.118929,0.134362,0,0,0,0,0,7
2204,33,0.120381,0.000295273,0.105263,0.118875,0.134301,0,0,0,0,0,6
2205,39,0.120327,0.000295006,0.105215,0.118821,0.13424,0,0,0,0,0,10
2206,38,0.120296,0.000294994,0.105168,0.118767,0.13418,0,0,0,0,0,8
2207,41,0.12026,0.000294509,0.105573,0.119166,0.134119,0,0,0,0,0,12
2208,39,0.12029,0.000295221,0.105525,0.120471,0.134058,0,0,0,0,0,11
2209,39,0.120266,0.000294813,0.10593,0.120869,0.133997,0,0,0,0,0,13
2210,37,0.120241,0.000295256,0.10724,0.120814,0.133937,0,0,0,0,0,12
2211,44,0.120193,0.000294846,0.105834,0.12076,0.133876,0,0,0,0,0,16
2212,42,0.120199,0.000294639,0.105787,0.120705,0.133816,0,0,0,0,0,17
2213,41,0.120205,0.000295568,0.105739,0.120651,0.134207,0,0,0,0,0,15
2214,36,0.120199,0.000293465,0.105691,0.120596,0.134146,0,0,0,0,0,16
2215,36,0.120199,0.000291933,0.106998,0.120542,0.134989,0,0,0,0,0,17
2216,39,0.120193,0.000292325,0.105596,0.120487,0.134025,0,0,0,0,0,21
2217,36,0.120229,0.000292841,0.105548,0.120433,0.133965,0,0,0,0,0,17
2218,35,0.120222,0.000292123,0.1055,0.120379,0.133904,0,0,0,0,0,18
2219,33,0.12024,0.000290594,0.105453,0.120324,0.133844,0,0,0,0,0,19
2220,35,0.120282,0.000289489,0.105856,0.12027,0.133784,0,0,0,0,0,20
2221,37,0.120306,0.00028958,0.106258,0.120216,0.133724,0,0,0,0,0,20
2222,40,0.1203,0.000288228,0.107561,0.120612,0.134563,0,0,0,0,0,22
2223,33,0.120318,0.000285046,0.107512,0.120558,0.134503,0,0,0,0,0,26
2224,31,0.120402,0.000286393,0.106115,0.120504,0.134442,0,0,0,0,0,19
2225,28,0.120407,0.000287146,0.107416,0.120449,0.134831,0,0,0,0,0,20
2226,26,0.120449,0.000287898,0.106918,0.120395,0.134322,0,0,0,0,0,17
2227,33,0.120461,0.000288395,0.10687,0.120341,0.13471,0,0,0,0,0,22
2228,34,0.120491,0.000289275,0.107271,0.120287,0.135099,0,0,0,0,0,18
2229,37,0.12052,0.000289269,0.107223,0.120233,0.13459,0,0,0,0,0,14
2230,36,0.12049,0.000288803,0.107175,0.120179,0.134529,0,0,0,0,0,14
2231,38,0.120538,0.000288918,0.107127,0.120126,0.134469,0,0,0,0,0,15
2232,37,0.120544,0.000288547,0.107079,0.120072,0.134409,0,0,0,0,0,14
2233,36,0.120537,0.00028792,0.107031,0.120018,0.134348,0,0,0,0,0,14
2234,33,0.120513,0.00028743,0.106983,0.119964,0.134288,0,0,0,0,0,17
2235,30,0.120537,0.000286834,0.106935,0.119911,0.134676,0,0,0,0,0,10
2236,30,0.120543,0.000286195,0.106887,0.119857,0.134615,0,0,0,0,0,12
2237,30,0.120566,0.000286288,0.10684,0.119803,0.134555,0,0,0,0,0,7
2238,34,0.120584,0.000286845,0.106792,0.120643,0.134942,0,0,0,0,0,11
2239,36,0.120607,0.000286025,0.106744,0.12059,0.134882,0,0,0,0,0,10
2240,39,0.120595,0.000287066,0.106696,0.120536,0.134821,0,0,0,0,0,9
2241,37,0.120595,0.00028717,0.106649,0.120482,0.134761,0,0,0,0,0,7
2242,37,0.120595,0.000285188,0.106601,0.120428,0.134701,0,0,0,0,0,9
2243,35,0.120624,0.000283627,0.106554,0.120374,0.134641,0,0,0,0,0,5
2244,37,0.120606,0.000282852,0.106506,0.120321,0.134581,0,0,0,0,0,6
2245,40,0.120576,0.00028176,0.106459,0.120267,0.134521,0,0,0,0,0,9
2246,39,0.120528,0.000281736,0.106411,0.120214,0.134461,0,0,0,0,0,4
2247,42,0.120487,0.000281208,0.106364,0.12016,0.134401,0,0,0,0,0,8
2248,42,0.120474,0.000280615,0.106317,0.120107,0.134342,0,0,0,0,0,5
2249,46,0.12048,0.000281637,0.106269,0.120053,0.134282,0,0,0,0,0,10
2250,43,0.120492,0.000281598,0.106222,0.12,0.134222,0,0,0,0,0,10
2251,44,0.120515,0.0002824,0.106175,0.119947,0.134163,0,0,0,0,0,12
2252,42,0.120509,0.000283786,0.10746,0.120782,0.134547,0,0,0,0,0,10
2253,42,0.120462,0.000283414,0.106081,0.11984,0.134043,0,0,0,0,0,11
2254,44,0.120426,0.000283448,0.106034,0.119787,0.133984,0,0,0,0,0,11
2255,44,0.120396,0.000282547,0.105987,0.119734,0.133925,0,0,0,0,0,9
2256,45,0.120408,0.000279521,0.10594,0.119681,0.133865,0,0,0,0,0,11
2257,41,0.120366,0.000279329,0.105893,0.119628,0.133806,0,0,0,0,0,9
2258,42,0.120331,0.000278739,0.105846,0.119575,0.133747,0,0,0,0,0,9
2259,38,0.120307,0.000278972,0.105799,0.119522,0.133687,0,0,0,0,0,4
2260,44,0.120254,0.000278725,0.105752,0.119469,0.133628,0,0,0,0,0,8
2261,41,0.120218,0.000278975,0.105705,0.119416,0.134011,0,0,0,0,0,6
2262,43,0.120195,0.000279261,0.105659,0.119363,0.133952,0,0,0,0,0,9
2263,46,0.120206,0.000281264,0.105612,0.119311,0.133893,0,0,0,0,0,8
2264,41,0.1202,0.000281106,0.10689,0.120141,0.134276,0,0,0,0,0,5
2265,44,0.120159,0.000280632,0.106402,0.119205,0.133775,0,0,0,0,0,8
2266,43,0.120118,0.000279942,0.106355,0.119153,0.133716,0,0,0,0,0,7
2267,43,0.120112,0.000280463,0.106308,0.1191,0.133657,0,0,0,0,0,8
2268,41,0.120088,0.000280791,0.106261,0.119048,0.133598,0,0,0,0,0,7
2269,43,0.120041,0.000280171,0.106214,0.118995,0.133539,0,0,0,0,0,11
2270,37,0.120059,0.000280765,0.107048,0.119824,0.134361,0,0,0,0,0,9
2271,40,0.120059,0.000280514,0.106121,0.11889,0.133862,0,0,0,0,0,10
2272,35,0.120041,0.000279982,0.106074,0.120158,0.133803,0,0,0,0,0,6
2273,39,0.120065,0.000279141,0.106027,0.120106,0.133744,0,0,0,0,0,13
2274,44,0.120082,0.000280856,0.105981,0.120053,0.133685,0,0,0,0,0,10
2275,41,0.120088,0.000281855,0.105934,0.12,0.134066,0,0,0,0,0,10
2276,39,0.120123,0.000282111,0.105888,0.119947,0.134007,0,0,0,0,0,13
2277,38,0.120129,0.000280821,0.105841,0.119895,0.133948,0,0,0,0,0,7
2278,40,0.1201,0.000280532,0.105795,0.119842,0.133889,0,0,0,0,0,10
2279,41,0.120064,0.000280218,0.105748,0.119789,0.133831,0,0,0,0,0,8
2280,39,0.120076,0.000278525,0.105702,0.119737,0.133772,0,0,0,0,0,10
2281,42,0.120134,0.000280409,0.105655,0.119684,0.133713,0,0,0,0,0,11
2282,44,0.120117,0.0002803,0.105609,0.119632,0.133655,0,0,0,0,0,13
2283,33,0.120152,0.000282159,0.106439,0.120894,0.134034,0,0,0,0,0,6
2284,40,0.12014,0.000283109,0.105517,0.119965,0.133538,0,0,0,0,0,14
2285,37,0.120158,0.000284476,0.10547,0.119912,0.133479,0,0,0,0,0,12
2286,38,0.120181,0.000285376,0.105424,0.11986,0.133421,0,0,0,0,0,12
2287,40,0.120181,0.000285291,0.105378,0.119808,0.133362,0,0,0,0,0,15
2288,41,0.12021,0.00028499,0.105332,0.119755,0.133304,0,0,0,0,0,6
2289,43,0.120175,0.000284753,0.105286,0.119703,0.133246,0,0,0,0,0,9
2290,43,0.120157,0.00028688,0.10524,0.119651,0.133188,0,0,0,0,0,6
2291,43,0.120122,0.000286812,0.105194,0.119598,0.13313,0,0,0,0,0,6
2292,46,0.120105,0.000286321,0.105148,0.119546,0.133072,0,0,0,0,0,6
2293,51,0.12007,0.000285684,0.105102,0.119494,0.133014,0,0,0,0,0,9
2294,41,0.120081,0.000285578,0.1068,0.119442,0.132956,0,0,0,0,0,5
2295,43,0.120041,0.000285694,0.106754,0.11939,0.132898,0,0,0,0,0,9
2296,40,0.120017,0.000286502,0.106707,0.119338,0.13284,0,0,0,0,0,5
2297,40,0.119994,0.000287473,0.106661,0.119286,0.132782,0,0,0,0,0,10
2298,46,0.12,0.000286531,0.106614,0.119234,0.133159,0,0,0,0,0,17
2299,42,0.120023,0.00028688,0.106568,0.119182,0.133101,0,0,0,0,0,10
2300,44,0.120041,0.000287119,0.106522,0.120435,0.133478,0,0,0,0,0,14
2301,38,0.120041,0.000286588,0.106475,0.119948,0.132986,0,0,0,0,0,11
2302,39,0.120006,0.000285679,0.106429,0.12033,0.132928,0,0,0,0,0,9
2303,36,0.12,0.000285137,0.106383,0.120278,0.13287,0,0,0,0,0,9
2304,38,0.119977,0.000284746,0.106337,0.120226,0.132812,0,0,0,0,0,7
2305,34,0.119983,0.0002845,0.106291,0.120174,0.132755,0,0,0,0,0,3
2306,40,0.119936,0.000284573,0.106245,0.120121,0.133131,0,0,0,0,0,9
2307,40,0.11989,0.000284492,0.106199,0.120069,0.13264,0,0,0,0,0,3
2308,43,0.11985,0.000284299,0.106153,0.120017,0.132582,0,0,0,0,0,7
2309,43,0.119804,0.000284178,0.106107,0.119965,0.132525,0,0,0,0,0,11
2310,41,0.119833,0.000284131,0.106061,0.119913,0.132468,0,0,0,0,0,4
2311,43,0.119804,0.000284478,0.106015,0.119862,0.13241,0,0,0,0,0,9
2312,37,0.119844,0.000283091,0.105969,0.11981,0.132785,0,0,0,0,0,11
2313,41,0.119833,0.000283637,0.105923,0.119758,0.132728,0,0,0,0,0,7
2314,43,0.119804,0.000282512,0.105877,0.119706,0.132671,0,0,0,0,0,9
2315,42,0.119793,0.000281673,0.105832,0.119654,0.132613,0,0,0,0,0,9
2316,38,0.119775,0.000281996,0.106649,0.120898,0.132556,0,0,0,0,0,3
2317,42,0.119724,0.000281753,0.10574,0.119551,0.132499,0,0,0,0,0,9
2318,40,0.119712,0.00028178,0.106557,0.120794,0.132442,0,0,0,0,0,5
2319,42,0.119695,0.000282007,0.105649,0.119448,0.132385,0,0,0,0,0,7
2320,44,0.119655,0.000281361,0.105603,0.119397,0.132328,0,0,0,0,0,10
2321,38,0.119667,0.000280743,0.105558,0.120207,0.132271,0,0,0,0,0,5
2322,39,0.119615,0.000280502,0.105512,0.120155,0.132214,0,0,0,0,0,6
2323,43,0.119575,0.000280174,0.105467,0.120103,0.132157,0,0,0,0,0,10
2324,43,0.119581,0.000281599,0.105422,0.120052,0.1321,0,0,0,0,0,11
2325,43,0.119576,0.000281092,0.105376,0.12,0.132043,0,0,0,0,0,10
2326,43,0.119541,0.000280631,0.105331,0.119948,0.131986,0,0,0,0,0,9
2327,40,0.11953,0.000281093,0.105286,0.119897,0.13193,0,0,0,0,0,3
2328,43,0.119485,0.000281163,0.105241,0.119845,0.131873,0,0,0,0,0,7
2329,39,0.119473,0.000278867,0.105195,0.119794,0.131816,0,0,0,0,0,5
2330,41,0.119451,0.000278834,0.10515,0.119742,0.13176,0,0,0,0,0,8
2331,45,0.119411,0.000278837,0.105105,0.119691,0.131703,0,0,0,0,0,9
2332,43,0.1194,0.000277528,0.10506,0.11964,0.131647,0,0,0,0,0,5
2333,43,0.11936,0.000276864,0.105015,0.119589,0.13159,0,0,0,0,0,6
2334,42,0.119337,0.000276045,0.10497,0.119966,0.131534,0,0,0,0,0,6
2335,42,0.119298,0.000275089,0.104925,0.119914,0.131478,0,0,0,0,0,10
2336,42,0.119258,0.000274931,0.10488,0.119863,0.131421,0,0,0,0,0,12
2337,40,0.119218,0.000274992,0.104835,0.119812,0.131365,0,0,0,0,0,11
2338,36,0.119207,0.000274405,0.105218,0.11976,0.131309,0,0,0,0,0,6
2339,37,0.119202,0.000274044,0.105173,0.119709,0.131253,0,0,0,0,0,10
2340,36,0.119197,0.000274428,0.105128,0.119658,0.131197,0,0,0,0,0,7
2341,41,0.119186,0.00027627,0.105083,0.119607,0.131141,0,0,0,0,0,12
2342,41,0.119214,0.000274258,0.105892,0.119556,0.131085,0,0,0,0,0,15
2343,36,0.119215,0.000274097,0.105847,0.119505,0.131029,0,0,0,0,0,12
2344,35,0.119238,0.000274578,0.105802,0.119454,0.130973,0,0,0,0,0,12
2345,37,0.119255,0.00027449,0.105757,0.119403,0.130917,0,0,0,0,0,9
2346,41,0.119233,0.000274028,0.105712,0.119352,0.130861,0,0,0,0,0,12
2347,41,0.119244,0.000274002,0.105667,0.119301,0.130805,0,0,0,0,0,14
2348,41,0.119233,0.00027419,0.105622,0.11925,0.13075,0,0,0,0,0,10
2349,39,0.119222,0.000274519,0.105577,0.1192,0.130694,0,0,0,0,0,4
2350,40,0.119217,0.000274233,0.105532,0.119149,0.130638,0,0,0,0,0,7
2351,36,0.119195,0.000274379,0.105487,0.119098,0.130583,0,0,0,0,0,3
2352,39,0.119155,0.000274616,0.105442,0.119048,0.130527,0,0,0,0,0,6
2353,44,0.119144,0.000272752,0.105822,0.118997,0.130472,0,0,0,0,0,8
2354,38,0.119122,0.00027273,0.105777,0.119371,0.130416,0,0,0,0,0,7
2355,38,0.119111,0.000271519,0.105732,0.119321,0.130361,0,0,0,0,0,9
2356,36,0.119162,0.000270542,0.105688,0.11927,0.130306,0,0,0,0,0,5
2357,41,0.119118,0.000269956,0.105643,0.119219,0.13025,0,0,0,0,0,8
2358,47,0.119118,0.00026992,0.105598,0.119169,0.130195,0,0,0,0,0,12
2359,47,0.119118,0.000268575,0.105553,0.119118,0.13014,0,0,0,0,0,13
2360,41,0.119153,0.000269817,0.105932,0.119068,0.130508,0,0,0,0,0,11
2361,42,0.11913,0.000269361,0.105464,0.119017,0.13003,0,0,0,0,0,11
2362,37,0.119108,0.000269295,0.105843,0.118967,0.130398,0,0,0,0,0,3
2363,42,0.11908,0.000269194,0.105375,0.118917,0.12992,0,0,0,0,0,6
2364,43,0.119086,0.000269112,0.10533,0.118866,0.130288,0,0,0,0,0,7
2365,40,0.119058,0.000268635,0.105285,0.118816,0.130233,0,0,0,0,0,7
2366,42,0.119036,0.000269058,0.105241,0.118766,0.1306,0,0,0,0,0,11
2367,37,0.119025,0.000269634,0.105196,0.118716,0.130545,0,0,0,0,0,7
2368,41,0.119003,0.000269933,0.105152,0.118666,0.13049,0,0,0,0,0,8
2369,43,0.119015,0.000270327,0.10553,0.118615,0.130435,0,0,0,0,0,10
2370,39,0.118987,0.000269895,0.105485,0.118565,0.13038,0,0,0,0,0,6
2371,43,0.118977,0.000270114,0.105441,0.118515,0.130325,0,0,0,0,0,7
2372,47,0.118926,0.000269886,0.105396,0.118465,0.13027,0,0,0,0,0,11
2373,40,0.118921,0.000269005,0.105352,0.119258,0.130636,0,0,0,0,0,5
2374,41,0.118899,0.000268373,0.105307,0.118366,0.13016,0,0,0,0,0,6
2375,42,0.11886,0.000267723,0.105263,0.118316,0.130105,0,0,0,0,0,5
2376,38,0.118822,0.000267259,0.105219,0.118266,0.130051,0,0,0,0,0,5
2377,42,0.118772,0.000267034,0.105175,0.118216,0.129996,0,0,0,0,0,9
2378,41,0.118783,0.000266278,0.10513,0.118167,0.129941,0,0,0,0,0,9
2379,41,0.11875,0.00026645,0.105086,0.118117,0.130307,0,0,0,0,0,10
2380,46,0.118728,0.000265858,0.105042,0.118067,0.130252,0,0,0,0,0,15
2381,40,0.11874,0.000265335,0.105418,0.118858,0.131037,0,0,0,0,0,10
2382,42,0.118718,0.000265647,0.104954,0.117968,0.130143,0,0,0,0,0,12
2383,42,0.118696,0.000265069,0.10491,0.118758,0.130088,0,0,0,0,0,13
2384,39,0.118697,0.000266434,0.104866,0.118708,0.130034,0,0,0,0,0,9
2385,41,0.118664,0.000266246,0.104822,0.118658,0.129979,0,0,0,0,0,8
2386,41,0.118659,0.000264746,0.106035,0.118609,0.129925,0,0,0,0,0,8
2387,39,0.118648,0.000262513,0.105991,0.118559,0.130289,0,0,0,0,0,11
2388,39,0.118649,0.000261401,0.105946,0.118509,0.130235,0,0,0,0,0,16
2389,36,0.118655,0.000260733,0.105902,0.118878,0.130599,0,0,0,0,0,13
2390,35,0.118616,0.000259764,0.106276,0.118828,0.130544,0,0,0,0,0,11
2391,39,0.118584,0.000258996,0.105813,0.118779,0.130489,0,0,0,0,0,17
2392,39,0.118612,0.000257648,0.105769,0.119147,0.130435,0,0,0,0,0,12
2393,41,0.118607,0.000257194,0.106143,0.119097,0.130798,0,0,0,0,0,15
2394,44,0.118602,0.000256765,0.105681,0.119048,0.130326,0,0,0,0,0,18
2395,43,0.118614,0.000255646,0.105637,0.118998,0.130271,0,0,0,0,0,15
2396,41,0.118592,0.000255317,0.105593,0.118948,0.130217,0,0,0,0,0,17
2397,38,0.118587,0.000254275,0.105549,0.118899,0.130163,0,0,0,0,0,14
2398,36,0.118582,0.000254552,0.106339,0.118849,0.130525,0,0,0,0,0,11
2399,40,0.118561,0.000255306,0.106294,0.118799,0.130471,0,0,0,0,0,11
2400,37,0.118539,0.000255793,0.105417,0.11875,0.13,0,0,0,0,0,9
2401,37,0.118512,0.00025521,0.105373,0.118701,0.129946,0,0,0,0,0,9
2402,39,0.11849,0.00025537,0.105329,0.118651,0.129892,0,0,0,0,0,14
2403,37,0.118519,0.000254826,0.106117,0.119018,0.13067,0,0,0,0,0,7
2404,38,0.11853,0.000252495,0.105241,0.118552,0.129784,0,0,0,0,0,8
2405,40,0.118514,0.000252641,0.105198,0.118503,0.12973,0,0,0,0,0,12
2406,38,0.11852,0.000252892,0.105985,0.118869,0.130507,0,0,0,0,0,5
2407,38,0.118488,0.000251954,0.10511,0.118405,0.129622,0,0,0,0,0,7
2408,40,0.118477,0.00025162,0.105482,0.118355,0.129568,0,0,0,0,0,5
2409,44,0.118434,0.000251366,0.105438,0.118306,0.129514,0,0,0,0,0,8
2410,44,0.118434,0.000252095,0.105394,0.118257,0.129461,0,0,0,0,0,11
2411,40,0.118418,0.000252377,0.10701,0.118623,0.130236,0,0,0,0,0,7
2412,42,0.118391,0.000251058,0.105307,0.118159,0.129353,0,0,0,0,0,8
2413,45,0.11837,0.000250537,0.105263,0.11811,0.1293,0,0,0,0,0,15
2414,42,0.118382,0.000250283,0.10522,0.118061,0.129246,0,0,0,0,0,10
2415,41,0.118371,0.000249868,0.105176,0.118012,0.129193,0,0,0,0,0,11
2416,42,0.118344,0.000249632,0.105132,0.117964,0.129139,0,0,0,0,0,12
2417,35,0.118334,0.000250131,0.106744,0.118742,0.129913,0,0,0,0,0,5
2418,41,0.118302,0.000249685,0.105045,0.117866,0.129032,0,0,0,0,0,7
2419,37,0.118291,0.000248798,0.105002,0.117817,0.128979,0,0,0,0,0,6
2420,37,0.118292,0.000247539,0.106612,0.118595,0.129752,0,0,0,0,0,6
2421,38,0.118337,0.000250219,0.104915,0.11772,0.128872,0,0,0,0,0,13
2422,37,0.118343,0.000250056,0.104872,0.117671,0.128819,0,0,0,0,0,10
2423,38,0.118316,0.000249342,0.104829,0.117623,0.128766,0,0,0,0,0,12
