generations ; different number of genome ; average fitness ; variance Fitness ; first quartile Fitness ; median fitness ; third quartile fitness, average match ; variance match ;first quartile match ; median Match ; third quartile match ; agent alive; average genome's age; variance genome's age; first quartile genome's age; median genome's age ; third quartile genome's age ; yougest genome ;oldest genome 
67 ; 46;0.102687;0.00710454;0.0447761;0.0746269;0.134328;0.795423;0.085945;0.58209;0.80597;1;9;62.88;11.7856;61;63;66;52;67
68 ; 47;0.102157;0.0068852;0.0441176;0.0735294;0.132353;0.787843;0.0833459;0.573529;0.794118;1;16;65.1333;8.48889;64;66;67;56;68
69 ; 47;0.101836;0.00680514;0.0434783;0.0724638;0.130435;0.781063;0.0811458;0.565217;0.782609;0.985507;8;66.4533;4.99449;65;67;68;59;69
70 ; 50;0.101905;0.00667392;0.0428571;0.0714286;0.128571;0.772952;0.0795188;0.557143;0.785714;0.985714;9;67.16;5.68107;66;68;69;59;70
71 ; 49;0.101033;0.0065721;0.0422535;0.0704225;0.126761;0.767324;0.0776479;0.549296;0.788732;0.971831;9;68.1867;3.75182;67;68;70;62;71
72 ; 46;0.0998148;0.00637188;0.0416667;0.0694444;0.125;0.762407;0.075147;0.555556;0.777778;0.958333;9;68.8133;4.71182;68;69;71;62;72
73 ; 42;0.0989954;0.00621792;0.0410959;0.0684932;0.123288;0.756895;0.0728497;0.547945;0.767123;0.945205;6;69.2133;5.07449;68;69;71;63;73
74 ; 48;0.098018;0.00600971;0.0405405;0.0675676;0.121622;0.75027;0.0705642;0.554054;0.756757;0.932432;14;70.1867;6.55182;68;70;72;64;74
75 ; 38;0.0984889;0.00595861;0.04;0.0666667;0.12;0.7456;0.069299;0.56;0.76;0.933333;7;71.52;7.34293;69;72;74;65;75
76 ; 39;0.0987719;0.00575888;0.0526316;0.0657895;0.131579;0.740351;0.0673607;0.565789;0.736842;0.907895;10;72.1867;7.35182;70;73;74;66;76
77 ; 40;0.0976623;0.00565519;0.0519481;0.0649351;0.12987;0.734719;0.0657612;0.558442;0.753247;0.909091;11;73.08;9.5936;70;74;76;67;77
78 ; 43;0.0967521;0.0055415;0.0512821;0.0641026;0.128205;0.730085;0.0644001;0.551282;0.74359;0.910256;14;73.7867;12.0878;71;75;77;67;78
79 ; 46;0.0960338;0.00538415;0.0506329;0.0759494;0.126582;0.725401;0.0632675;0.544304;0.734177;0.898734;17;75.5867;12.9892;74;77;78;67;79
80 ; 41;0.0956667;0.00526872;0.0375;0.0625;0.1125;0.721667;0.0628097;0.5375;0.7125;0.8875;11;76.9867;11.2665;76;78;79;68;80
81 ; 43;0.0956379;0.00510529;0.0493827;0.0864198;0.123457;0.716543;0.0618501;0.530864;0.716049;0.888889;12;77.12;13.9723;76;79;79;68;81
82 ; 42;0.095122;0.00505651;0.0487805;0.0853659;0.121951;0.711057;0.0604956;0.536585;0.707317;0.878049;8;78.1333;13.2622;78;79;80;68;82
83 ; 44;0.0941365;0.0049226;0.0481928;0.0843373;0.120482;0.7049;0.0591566;0.53012;0.698795;0.86747;8;78.96;12.3851;78;79;81;68;83
84 ; 42;0.0931746;0.00481245;0.047619;0.0833333;0.119048;0.699365;0.0577177;0.52381;0.714286;0.857143;6;80.1867;6.84516;79;80;82;68;84
85 ; 46;0.0928627;0.00478551;0.0470588;0.0823529;0.129412;0.693804;0.0564114;0.529412;0.705882;0.847059;13;81.0933;8.59129;79;81;83;68;85
86 ; 40;0.091938;0.00468784;0.0348837;0.0697674;0.116279;0.690233;0.0551925;0.523256;0.709302;0.848837;6;82.4933;7.39662;80;83;85;76;86
87 ; 41;0.0911877;0.00463058;0.045977;0.0804598;0.114943;0.685211;0.0542948;0.528736;0.701149;0.83908;9;83.1467;7.32516;81;85;85;77;87
88 ; 39;0.090303;0.0045623;0.0454545;0.0795455;0.136364;0.680909;0.0534978;0.522727;0.693182;0.840909;6;84.0133;8.25316;81;85;86;77;88
89 ; 47;0.0897378;0.00441524;0.0449438;0.0674157;0.11236;0.675805;0.0525917;0.516854;0.685393;0.831461;14;85.32;9.28427;84;86;88;79;89
90 ; 47;0.0893333;0.0042747;0.0444444;0.0777778;0.133333;0.673333;0.0518453;0.522222;0.677778;0.822222;18;87.1867;8.25849;86;88;89;80;90
91 ; 43;0.0901099;0.00415409;0.043956;0.0769231;0.131868;0.670623;0.0511757;0.527473;0.681319;0.824176;12;87.6533;9.29316;87;89;90;80;91
92 ; 43;0.0894203;0.00408813;0.0434783;0.076087;0.130435;0.667971;0.0502435;0.532609;0.673913;0.815217;16;89.08;7.56693;87;90;91;80;92
93 ; 41;0.0887455;0.00401154;0.0430108;0.0752688;0.129032;0.666093;0.0495376;0.526882;0.666667;0.806452;14;89.9067;7.36462;89;90;92;80;93
94 ; 39;0.0886525;0.00402092;0.0425532;0.0638298;0.12766;0.664681;0.0488467;0.521277;0.659574;0.808511;14;90.68;6.6976;90;91;92;80;94
95 ; 39;0.0881404;0.00392325;0.0421053;0.0736842;0.126316;0.66414;0.0482133;0.515789;0.663158;0.8;13;91.8;3.46667;90;92;93;87;95
96 ; 44;0.0883333;0.00395069;0.0416667;0.0729167;0.135417;0.662778;0.0471232;0.520833;0.677083;0.822917;15;92.48;4.83627;91;92;94;87;96
97 ; 43;0.0878351;0.00385549;0.0412371;0.0721649;0.134021;0.660619;0.0463634;0.525773;0.670103;0.824742;9;93.24;6.1824;92;93;96;87;97
98 ; 46;0.0870748;0.00377158;0.0408163;0.0714286;0.132653;0.657279;0.0457645;0.520408;0.663265;0.816327;13;93.8667;7.04889;92;94;96;89;98
99 ; 39;0.08633;0.00372559;0.040404;0.0707071;0.131313;0.654949;0.0451411;0.505051;0.656566;0.777778;8;94.6133;8.90382;92;95;98;89;99
100 ; 47;0.0856;0.00365397;0.04;0.07;0.13;0.650533;0.0440557;0.51;0.66;0.8;13;95.6533;10.7065;92;96;98;89;100
